,tsne_0,tsne_1,markers,datasets,perts
2749,-6.040448,-35.264317,Reference,bace,[c*]Cl~[C*]C
2750,-42.341892,-35.588577,Reference,bace,[c*]:cc(Cl)cc(Cl)c:[2*]~[c*]:cccnc:[2*]
2751,-46.339417,-25.756392,Reference,bace,[c*]:cc(Cl)cc(Cl)c:[2*]~[c*]:cc(F)cnc:[2*]
2752,-41.88302,-24.14747,Reference,bace,[c*]:cc(Cl)cc(Cl)c:[2*]~[c*]:cncc(C)c:[2*]
2753,-53.378468,-36.340855,Reference,bace,[C*]Cl.[c*]Cl.[c*]CC[4*]~[c*]OC.[c*]:ccccc:[3*]
2754,-45.104538,-20.669794,Reference,bace,[c*]:cc(Cl)cc(Cl)c:[2*]~[c*]:cncc(c:[2*])OC
2755,-47.738632,-38.61354,Reference,bace,[C*]Cl.[c*]Cl.[c*]CC[4*]~[c*]:ccccc:[2*]
2756,-40.22644,-27.487638,Reference,bace,[c*]:cc(Cl)cc(Cl)c:[2*]~[c*]:cncc(Cl)c:[2*]
2757,-48.818466,-37.20727,Reference,bace,[C*]CC[3*].[C*]C#CC~[c*]F.[c*]:ccccc:[3*]
2758,-37.383778,-42.417175,Reference,bace,[c*]:cncc(C#CC)c:[3*].[c*]C1CC1~[c*]:cc(Cl)ccc:[3*].[c*]C
2759,-34.795166,-39.1599,Reference,bace,[c*]:cc(C#CC)cnc:[3*].[c*]C1CC1~[C*]CC.[c*]:cccc(Cl)c:[3*]
2760,-34.158657,-38.748253,Reference,bace,[c*]:cncc(C#CC)c:[2*].[c*]CC[4*]~[c*]:cccc(Cl)c:[2*].[c*]CCC[4*]
2761,3.9425192,18.228207,Reference,bace,[C*]#CC~[C*]#N
2762,-35.088337,-39.276062,Reference,bace,[c*]:cc(C#CC)cnc:[2*]~[c*]:cccc(Cl)c:[2*]
2763,-37.426685,-42.44613,Reference,bace,[c*]:cc(C#CC)cnc:[3*].[c*]C1CC1~[C*]C(C)C.[c*]:cc(Cl)ccc:[3*]
2764,-52.423523,-33.164948,Reference,bace,[c*]:cncc(C#CC)c:[2*].[c*]CC[4*]~[c*]:cccc(c:[2*])OCC.[c*]:ccccc:[4*]
2765,-35.01074,-39.266792,Reference,bace,[c*]:cc(C#CC)cnc:[2*]~[c*]:cccc(Cl)c:[2*].[c*]C
2766,0.70259196,-4.166635,Reference,bace,[c*]C#CC~
2767,19.703299,-7.6761594,Reference,bace,[c*]C#CC~[c*]F
2768,-0.9039222,-2.6737947,Reference,bace,[C*]#CC~
2769,-47.95924,-38.450005,Reference,bace,[C*]CC[3*].[C*]#CC~[c*]:ccccc:[2*]
2770,-43.900097,18.166777,Reference,bace,[c*]C#CC~[c*]OC
2771,-47.05475,-53.2766,Reference,bace,[C*]CC[3*].[C*]C#CC~[c*]Cl.[c*]:ccccc:[3*]
2772,-47.74761,-38.62125,Reference,bace,[C*]CC[3*].[C*]C#CC~[c*]:ccccc:[2*]
2773,20.588474,-45.752857,Reference,bace,[c*]C#CC~[c*]Cl
2774,-39.786804,-24.447502,Reference,bace,[c*]:ccc(cc:[2*])OC~[c*]:cncc(F)c:[2*]
2775,-10.079151,-61.658665,Reference,bace,[C*]c1ccccc1.[c*]OC~[c*]Cl.[C*]C
2776,-74.671585,-8.542309,Reference,bace,[C*]c1ccccc1.[c*]OC~[c*]CC.[C*]Cl
2777,-68.946945,-10.603698,Reference,bace,[C*]c1ccccc1.[c*]OC~[C*]CC1CC1.[c*]Cl
2778,20.608871,-45.790863,Reference,bace,[c*]OC~[c*]Cl
2779,-39.47029,-45.775776,Reference,bace,[c*]:ccccc:[3*].[c*]OC~[c*]Cl.[c*]:ccccn:[3*]
2780,13.879637,-36.309353,Reference,bace,[c*]:ccccc:[3*].[c*]OC~[c*]Cl.[c*]:sccn:[3*]
2781,-28.839142,-24.795082,Reference,bace,[c*]:ccccc:[3*].[c*]OC~[C*]Cl.[c*]CCC[3*]
2782,-36.527172,-32.563564,Reference,bace,[c*]:ccccc:[3*].[c*]OC~[c*]Cl.[c*]:cncnc:[3*]
2783,-39.0554,-21.217218,Reference,bace,[c*]:ccc(cc:[2*])OC.[c*]:ccccc:[4*]~[c*]:cncc(C#N)c:[2*].[c*]CC[4*]
2784,-31.66229,-15.578736,Reference,bace,[c*]:ccccc:[3*].[c*]OC~[c*]Cl.[C*]CC[3*]
2785,-35.114887,-47.04713,Reference,bace,[c*]:ccccc:[3*].[c*]OC~[c*]Cl.[c*]:ncccn:[3*]
2786,36.793854,-30.149765,Reference,bace,[C*]c1ccccc1.[c*]OC~[c*]C(C)C.[C*]Cl
2787,-27.502426,-28.351198,Reference,bace,[c*]:ccccc:[3*].[c*]OC~[c*]Cl.[C*]CCCC[3*]
2788,-53.392998,5.9039154,Reference,bace,[c*]OC~[c*]OCC
2789,-31.615875,-15.386427,Reference,bace,[c*]:ccccc:[3*].[c*]OC~[C*]Cl.[c*]C.[C*]CC[4*]
2790,-31.993805,-47.834167,Reference,bace,[c*]:ccc(cc:[2*])OC~[c*]:nccnc:[2*]
2791,-47.998577,-43.33918,Reference,bace,[c*]:ccc(cc:[2*])OC~[c*]:ccncc:[2*]
2792,-35.03647,-50.395832,Reference,bace,[c*]:ccc(cc:[2*])OC~[c*]:ncccc:[2*]
2793,-44.50427,-24.449091,Reference,bace,[c*]:ccc(cc:[2*])OC~[c*]:cc(C)cnc:[2*]
2794,-44.230247,18.365902,Reference,bace,[c*]OC~[c*]OC
2795,-46.72373,-21.737751,Reference,bace,[c*]:ccc(cc:[2*])OC.[c*]:ccccc:[4*]~[c*]:cc(cnc:[2*])OC.[c*]CC[4*]
2796,-40.227596,-27.485573,Reference,bace,[c*]:ccc(cc:[2*])OC~[c*]:cncc(Cl)c:[2*]
2797,1.0824854,-2.9741406,Reference,bace,[c*]OC~
2798,-39.40383,-37.227417,Reference,bace,[c*]:ccc(cc:[2*])OC~[c*]:cnccc:[2*]
2799,-43.51236,-26.978743,Reference,bace,[c*]:ccc(cc:[2*])OC.[c*]:ccccc:[4*]~[c*]:cc(Cl)cnc:[2*].[c*]CC[4*]
2800,-37.35209,-42.424873,Reference,bace,[c*]:cc(F)cnc:[2*]~[c*]:cc(Cl)ccc:[2*]
2801,-36.692398,-43.365105,Reference,bace,[c*]:cc(F)cnc:[2*].[c*]:ccccc:[4*]~[c*]:cc(Cl)ccc:[2*].[c*]:ccccn:[4*]
2802,-37.25109,-41.57809,Reference,bace,[c*]:cc(F)cnc:[2*].[c*]:ccccc:[4*]~[c*]:cc(Cl)ccc:[2*].[c*]:cncnc:[4*]
2803,-34.92325,-16.240839,Reference,bace,[c*]F.[c*]:ccccc:[3*]~[C*]CC[3*].[C*]C#N
2804,-36.403187,-43.673325,Reference,bace,[c*]:cncc(F)c:[2*].[c*]:ccccc:[4*]~[c*]:cc(Cl)ccc:[2*].[c*]:ncccn:[4*]
2805,-52.462112,-33.036938,Reference,bace,[c*]:cc(F)cnc:[2*]~[c*]:cccc(c:[2*])OCC
2806,-33.18163,-15.29661,Reference,bace,[c*]F.[c*]:ccccc:[3*]~[C*]CC[2*]
2807,-33.181034,-15.296927,Reference,bace,[c*]:ccccc:[2*]~[C*]CC[2*]
2808,-32.76946,-14.561757,Reference,bace,[c*]F.[c*]:ccccc:[3*]~[C*]CC[3*].[C*]C
2809,-40.277084,-38.629093,Reference,bace,[c*]:cc(F)cnc:[2*]~[c*]:cnccn:[2*]
2810,-47.99825,-43.339348,Reference,bace,[c*]:cncc(F)c:[2*]~[c*]:ccncc:[2*]
2811,-39.48802,-45.690372,Reference,bace,[c*]:cncc(F)c:[2*]~[c*]:ccccn:[2*]
2812,-6.0885563,-35.334755,Reference,bace,[c*]F~[c*]C
2813,-53.64836,-30.884216,Reference,bace,[c*]:cc(F)cnc:[2*]~[c*]:cc(ccc:[2*])OC
2814,-34.458385,-14.088462,Reference,bace,[c*]F.[c*]:ccccc:[3*]~[C*]CC[3*].[C*]OC
2815,20.608227,-45.016598,Reference,bace,[c*]F~[c*]Cl
2816,-47.995983,-38.398266,Reference,bace,[c*]:cncc(F)c:[2*]~[c*]:ccccc:[2*]
2817,-0.028661156,-3.3104694,Reference,bace,[c*]F~
2818,-31.663149,-15.578508,Reference,bace,[c*]F.[c*]:ccccc:[3*]~[C*]CC[3*].[C*]Cl
2819,-5.6657925,-35.534866,Reference,bace,~[C*]C
2820,12.997096,33.254143,Reference,bace,~[C*]C1CC1
2821,10.622465,36.221333,Reference,bace,[C*]C~[C*]C1CCCCC1
2822,44.02259,11.322686,Reference,bace,[C*]C~[C*]c1ccccn1
2823,-5.508536,-8.247674,Reference,bace,[C*]C~[C*]c1nccs1
2824,12.269922,35.531227,Reference,bace,[C*]C~[C*]C1CCC1
2825,-2.9436944,-11.225279,Reference,bace,[C*]C~[C*]c1cncnc1
2826,-40.962353,-20.80048,Reference,bace,[c*]:cccc(Cl)c:[3*].[c*]C~[c*]:cc(C#N)cnc:[3*].[c*]C1CC1
2827,12.997096,33.254143,Reference,bace,[C*]C~[C*]C1CC1
2828,-6.989914,-10.078055,Reference,bace,[C*]C~[C*]c1ncccn1
2829,-5.5212297,-36.00271,Reference,bace,~[C*]C.[C*]C
2830,10.732539,35.81777,Reference,bace,[C*]C~[C*]C1CCCC1
2831,-31.838717,19.335024,Reference,bace,[c*]Cl.[C*]C~[c*]OCC.[C*]c1ccccc1
2832,24.578863,-4.8028073,Reference,bace,[C*]C~[C*]C1(C)CC1
2833,-39.30258,-37.012524,Reference,bace,[c*]:cc(Cl)ccc:[3*].[c*]C~[c*]:cnccc:[3*].[c*]C1CC1
2834,-39.83883,-24.38776,Reference,bace,[c*]:cccc(Cl)c:[3*].[c*]C~[c*]:cncc(F)c:[3*].[c*]C1CC1
2835,-44.643616,-24.797396,Reference,bace,[c*]:cc(Cl)ccc:[3*].[c*]C~[c*]:cc(C)cnc:[3*].[c*]C1CC1
2836,-31.264791,18.63752,Reference,bace,[c*]Cl.[C*]C~[c*]OC.[C*]c1ccccc1
2837,-44.883736,-21.02692,Reference,bace,[c*]:cc(Cl)ccc:[3*].[c*]C~[c*]:cncc(c:[3*])OC.[c*]C1CC1
2838,-43.067516,-28.490053,Reference,bace,[c*]:cccc(Cl)c:[3*].[c*]C~[C*]:cc(Cl)cnc:[3*].[c*]c1ccccc1
2839,-31.061981,18.23626,Reference,bace,[c*]Cl.[C*]C~[C*]c1ccccc1
2840,-44.52089,-27.086994,Reference,bace,[c*]:cccc(Cl)c:[3*].[c*]C~[c*]:cc(Cl)cnc:[3*].[c*]C1CC1
2841,12.997096,33.254143,Reference,bace,[C*]C~[C*]C1CC1
2842,10.622465,36.221333,Reference,bace,[C*]CC~[C*]C1CCCCC1
2843,44.02259,11.322686,Reference,bace,[C*]CC~[C*]c1ccccn1
2844,-5.508536,-8.247674,Reference,bace,[C*]CC~[C*]c1nccs1
2845,12.270588,35.531223,Reference,bace,[C*]CC~[C*]C1CCC1
2846,-2.9435337,-11.225029,Reference,bace,[C*]CC~[C*]c1cncnc1
2847,-39.384823,-21.539974,Reference,bace,[C*]CC.[c*]:cccc(Cl)c:[3*]~[c*]:cncc(C#N)c:[3*].[c*]C1CC1
2848,12.997046,33.254303,Reference,bace,[C*]CC~[C*]C1CC1
2849,-6.989812,-10.078046,Reference,bace,[C*]CC~[C*]c1ncccn1
2850,-4.402987,-35.858444,Reference,bace,~[C*]C
2851,10.732539,35.81777,Reference,bace,[C*]CC~[C*]C1CCCC1
2852,-31.838717,19.335024,Reference,bace,[c*]CC.[C*]Cl~[c*]OCC.[C*]c1ccccc1
2853,24.578863,-4.8028073,Reference,bace,[C*]CC~[C*]C1(C)CC1
2854,-41.99525,-34.85002,Reference,bace,[C*]CC.[c*]:cc(Cl)ccc:[3*]~[c*]:cccnc:[3*].[c*]C1CC1
2855,-45.93668,-25.698154,Reference,bace,[C*]CC.[c*]:cccc(Cl)c:[3*]~[c*]:cc(F)cnc:[3*].[c*]C1CC1
2856,-44.64354,-24.797413,Reference,bace,[C*]CC.[c*]:cccc(Cl)c:[3*]~[c*]:cc(C)cnc:[3*].[c*]C1CC1
2857,-31.265274,18.63756,Reference,bace,[c*]CC.[C*]Cl~[c*]OC.[C*]c1ccccc1
2858,-44.88378,-21.026941,Reference,bace,[C*]CC.[c*]:cccc(Cl)c:[3*]~[c*]:cncc(c:[3*])OC.[c*]C1CC1
2859,-39.164978,-27.903955,Reference,bace,[C*]CC.[c*]:cc(Cl)ccc:[3*]~[C*]:cncc(Cl)c:[3*].[c*]c1ccccc1
2860,-31.062424,18.236046,Reference,bace,[c*]CC.[C*]Cl~[C*]c1ccccc1
2861,-44.520668,-27.08704,Reference,bace,[C*]CC.[c*]:cccc(Cl)c:[3*]~[c*]:cc(Cl)cnc:[3*].[c*]C1CC1
2862,10.622465,36.221333,Reference,bace,[C*]CC1CC1~[C*]C1CCCCC1
2863,44.02259,11.322686,Reference,bace,[C*]CC1CC1~[C*]c1ccccn1
2864,-5.5085325,-8.247675,Reference,bace,[C*]CC1CC1~[C*]c1nccs1
2865,12.27089,35.532528,Reference,bace,[C*]CC1CC1~[C*]C1CCC1
2866,-2.9436944,-11.225279,Reference,bace,[C*]CC1CC1~[C*]c1cncnc1
2867,-40.962025,-20.801065,Reference,bace,[C*]CC1CC1.[c*]:cc(Cl)ccc:[3*]~[c*]:cc(C#N)cnc:[3*].[c*]C1CC1
2868,12.997045,33.25387,Reference,bace,[C*]CC1CC1~[C*]C1CC1
2869,-6.98993,-10.078058,Reference,bace,[C*]CC1CC1~[C*]c1ncccn1
2870,-5.5267363,-36.005367,Reference,bace,[C*]C1CC1~[C*]C.[C*]C
2871,10.732536,35.81779,Reference,bace,[C*]CC1CC1~[C*]C1CCCC1
2872,-31.838717,19.335024,Reference,bace,[C*]CC1CC1.[c*]Cl~[c*]OCC.[C*]c1ccccc1
2873,24.578863,-4.8028073,Reference,bace,[C*]CC1CC1~[C*]C1(C)CC1
2874,-41.994747,-34.850258,Reference,bace,[C*]CC1CC1.[c*]:cccc(Cl)c:[3*]~[c*]:cccnc:[3*].[c*]C1CC1
2875,-45.93673,-25.698204,Reference,bace,[C*]CC1CC1.[c*]:cccc(Cl)c:[3*]~[c*]:cc(F)cnc:[3*].[c*]C1CC1
2876,-44.64354,-24.797413,Reference,bace,[C*]CC1CC1.[c*]:cc(Cl)ccc:[3*]~[c*]:cc(C)cnc:[3*].[c*]C1CC1
2877,-31.265392,18.637543,Reference,bace,[C*]CC1CC1.[c*]Cl~[c*]OC.[C*]c1ccccc1
2878,-47.011063,-22.14781,Reference,bace,[C*]CC1CC1.[c*]:cccc(Cl)c:[3*]~[c*]:cc(cnc:[3*])OC.[c*]C1CC1
2879,-39.16482,-27.903528,Reference,bace,[C*]CC1CC1.[c*]:cc(Cl)ccc:[3*]~[C*]:cncc(Cl)c:[3*].[c*]c1ccccc1
2880,-31.061981,18.23626,Reference,bace,[C*]CC1CC1.[c*]Cl~[C*]c1ccccc1
2881,-44.520668,-27.08704,Reference,bace,[C*]CC1CC1.[c*]:cccc(Cl)c:[3*]~[c*]:cc(Cl)cnc:[3*].[c*]C1CC1
2882,-39.488106,-45.69049,Reference,bace,[C*]CCCCC[2*]~[c*]:ccccn:[2*]
2883,15.693255,20.957178,Reference,bace,[C*]CCCCC[2*]~[c*]:nccs:[2*]
2884,-28.234657,-23.627018,Reference,bace,[C*]CCCCC[2*]~[C*]CCC[2*]
2885,-36.58153,-32.566044,Reference,bace,[C*]CCCCC[2*]~[c*]:cncnc:[2*]
2886,-39.054867,-21.21796,Reference,bace,[c*]:cc(Cl)ccc:[2*].[c*]CCCCC[4*]~[c*]:cncc(C#N)c:[2*].[c*]CC[4*]
2887,-33.18234,-15.296601,Reference,bace,[C*]CCCCC[2*]~[C*]CC[2*]
2888,-35.08789,-47.10242,Reference,bace,[C*]CCCCC[2*]~[c*]:ncccn:[2*]
2889,37.992794,-28.8686,Reference,bace,[C*]C1CCCCC1~[C*]C(C)C
2890,-26.107708,-28.102184,Reference,bace,[C*]CCCCC[2*]~[C*]CCCC[2*]
2891,-53.391567,5.906266,Reference,bace,[c*]Cl~[c*]OCC
2892,-32.768692,-14.561525,Reference,bace,[C*]CCCCC[2*]~[C*]C.[C*]CC[2*]
2893,-31.993881,-47.834194,Reference,bace,[c*]:cc(Cl)ccc:[2*]~[c*]:nccnc:[2*]
2894,-47.998314,-43.339394,Reference,bace,[c*]:cc(Cl)ccc:[2*]~[c*]:ccncc:[2*]
2895,-35.036793,-50.395294,Reference,bace,[c*]:cc(Cl)ccc:[2*]~[c*]:ncccc:[2*]
2896,-41.881115,-24.148773,Reference,bace,[c*]:cccc(Cl)c:[2*]~[c*]:cncc(C)c:[2*]
2897,-44.264126,18.351007,Reference,bace,[c*]Cl~[c*]OC
2898,-46.723923,-21.737787,Reference,bace,[c*]:cc(Cl)ccc:[2*].[c*]CCCCC[4*]~[c*]:cc(cnc:[2*])OC.[c*]CC[4*]
2899,-40.224934,-27.48968,Reference,bace,[c*]:cccc(Cl)c:[2*]~[c*]:cncc(Cl)c:[2*]
2900,0.1596084,-2.3273394,Reference,bace,[c*]Cl~
2901,-39.40353,-37.22829,Reference,bace,[c*]:cc(Cl)ccc:[2*]~[c*]:cnccc:[2*]
2902,-43.511547,-26.978472,Reference,bace,[c*]:cccc(Cl)c:[2*].[c*]CCCCC[4*]~[c*]:cc(Cl)cnc:[2*].[c*]CC[4*]
2903,15.693226,20.957743,Reference,bace,[c*]:ccccn:[2*]~[c*]:nccs:[2*]
2904,-28.236897,-23.632193,Reference,bace,[c*]:ccccn:[2*]~[C*]CCC[2*]
2905,-36.58306,-32.567078,Reference,bace,[c*]:ccccn:[2*]~[c*]:cncnc:[2*]
2906,-39.054558,-21.218552,Reference,bace,[c*]:cccc(Cl)c:[2*].[c*]:ncccc:[4*]~[c*]:cncc(C#N)c:[2*].[c*]CC[4*]
2907,-33.18248,-15.296604,Reference,bace,[c*]:ccccn:[2*]~[C*]CC[2*]
2908,-35.087547,-47.102303,Reference,bace,[c*]:ccccn:[2*]~[c*]:ncccn:[2*]
2909,37.99325,-28.869183,Reference,bace,[C*]c1ccccn1~[C*]C(C)C
2910,-26.107708,-28.102184,Reference,bace,[c*]:ncccc:[2*]~[C*]CCCC[2*]
2911,-54.178337,-39.264774,Reference,bace,[c*]Cl.[c*]:ncccc:[3*]~[c*]OCC.[c*]:ccccc:[3*]
2912,-32.7698,-14.561711,Reference,bace,[c*]:ncccc:[2*]~[C*]C.[C*]CC[3*]
2913,-44.32714,-37.29234,Reference,bace,[c*]:cccc(Cl)c:[2*].[c*]:ccccn:[4*]~[c*]:nccnc:[2*].[c*]:ccccc:[4*]
2914,-47.897316,-42.32673,Reference,bace,[c*]:cccc(Cl)c:[2*].[c*]:ncccc:[4*]~[c*]:ccncc:[2*].[c*]:ccccc:[4*]
2915,-38.17393,-49.42787,Reference,bace,[c*]:cc(Cl)ccc:[2*].[c*]:ccccn:[4*]~[c*]:ncccc:[2*].[c*]:ccccc:[4*]
2916,-46.387173,-33.275505,Reference,bace,[c*]:cc(Cl)ccc:[2*].[c*]:ccccn:[4*]~[c*]:cncc(C)c:[2*].[c*]:ccccc:[4*]
2917,-53.377434,-36.33783,Reference,bace,[c*]Cl.[c*]:ccccn:[3*]~[c*]OC.[c*]:ccccc:[3*]
2918,-44.920635,-20.312845,Reference,bace,[c*]:cccc(Cl)c:[2*].[c*]:ccccn:[4*]~[c*]:cncc(c:[2*])OC.[c*]CC[4*]
2919,-44.529083,-29.763243,Reference,bace,[c*]:cccc(Cl)c:[2*].[c*]:ccccn:[4*]~[c*]:cc(Cl)cnc:[2*].[c*]:ccccc:[4*]
2920,-47.58988,-37.79463,Reference,bace,[c*]Cl.[c*]:ccccn:[3*]~[c*]:ccccc:[2*]
2921,-43.3606,-36.12625,Reference,bace,[c*]:cccc(Cl)c:[2*].[c*]:ncccc:[4*]~[c*]:cccnc:[2*].[c*]:ccccc:[4*]
2922,-40.5336,-26.425514,Reference,bace,[c*]:cc(Cl)ccc:[2*].[c*]:ccccn:[4*]~[c*]:cncc(Cl)c:[2*].[c*]CC[4*]
2923,-28.233475,-23.630342,Reference,bace,[c*]:nccs:[2*]~[C*]CCC[2*]
2924,-36.583065,-32.565746,Reference,bace,[c*]:sccn:[2*]~[c*]:cncnc:[2*]
2925,-40.54436,-20.696457,Reference,bace,[c*]:cc(Cl)ccc:[2*].[c*]:nccs:[4*]~[c*]:cc(C#N)cnc:[2*].[c*]CC[4*]
2926,-33.18201,-15.296401,Reference,bace,[c*]:nccs:[2*]~[C*]CC[2*]
2927,-35.088608,-47.102154,Reference,bace,[c*]:sccn:[2*]~[c*]:ncccn:[2*]
2928,37.992706,-28.86892,Reference,bace,[C*]c1nccs1~[C*]C(C)C
2929,-26.10769,-28.102201,Reference,bace,[c*]:nccs:[2*]~[C*]CCCC[2*]
2930,-54.178364,-39.2657,Reference,bace,[c*]Cl.[c*]:nccs:[3*]~[c*]OCC.[c*]:ccccc:[3*]
2931,-32.76819,-14.561046,Reference,bace,[c*]:sccn:[2*]~[C*]C.[C*]CC[3*]
2932,-42.175507,-35.417263,Reference,bace,[c*]:cc(Cl)ccc:[2*].[c*]:nccs:[4*]~[c*]:cccnc:[2*].[c*]CC[4*]
2933,-39.844555,-24.374165,Reference,bace,[c*]:cc(Cl)ccc:[2*].[c*]:nccs:[4*]~[c*]:cncc(F)c:[2*].[c*]CC[4*]
2934,-41.646393,-24.17485,Reference,bace,[c*]:cc(Cl)ccc:[2*].[c*]:sccn:[4*]~[c*]:cncc(C)c:[2*].[c*]CC[4*]
2935,-53.376785,-36.33752,Reference,bace,[c*]Cl.[c*]:sccn:[3*]~[c*]OC.[c*]:ccccc:[3*]
2936,-44.92051,-20.313261,Reference,bace,[c*]:cccc(Cl)c:[2*].[c*]:sccn:[4*]~[c*]:cncc(c:[2*])OC.[c*]CC[4*]
2937,-44.52933,-29.763466,Reference,bace,[c*]:cccc(Cl)c:[2*].[c*]:nccs:[4*]~[c*]:cc(Cl)cnc:[2*].[c*]:ccccc:[4*]
2938,-47.867214,-37.912254,Reference,bace,[c*]Cl.[c*]:nccs:[3*]~[c*]:ccccc:[2*]
2939,-40.534016,-26.42562,Reference,bace,[c*]:cccc(Cl)c:[2*].[c*]:sccn:[4*]~[c*]:cncc(Cl)c:[2*].[c*]CC[4*]
2940,-36.58182,-32.56614,Reference,bace,[C*]CCC[2*]~[c*]:cncnc:[2*]
2941,-40.54388,-20.696455,Reference,bace,[c*]:cccc(Cl)c:[2*].[c*]CCC[4*]~[c*]:cc(C#N)cnc:[2*].[c*]CC[4*]
2942,-33.18188,-15.2967415,Reference,bace,[C*]CCC[2*]~[C*]CC[2*]
2943,-35.088608,-47.102154,Reference,bace,[C*]CCC[2*]~[c*]:ncccn:[2*]
2944,37.99264,-28.868843,Reference,bace,[C*]C1CCC1~[C*]C(C)C
2945,-26.107708,-28.102184,Reference,bace,[C*]CCC[2*]~[C*]CCCC[2*]
2946,-54.178276,-39.26454,Reference,bace,[C*]Cl.[c*]CCC[3*]~[c*]OCC.[c*]:ccccc:[3*]
2947,-32.76985,-14.561361,Reference,bace,[C*]CCC[2*]~[C*]C.[C*]CC[3*]
2948,-38.895393,-36.612083,Reference,bace,[c*]:cc(Cl)ccc:[2*].[c*]CCC[4*]~[c*]:cnccc:[2*].[c*]CC[4*]
2949,-46.24534,-25.650337,Reference,bace,[c*]:cc(Cl)ccc:[2*].[c*]CCC[4*]~[c*]:cc(F)cnc:[2*].[c*]CC[4*]
2950,-41.645905,-24.17411,Reference,bace,[c*]:cc(Cl)ccc:[2*].[c*]CCC[4*]~[c*]:cncc(C)c:[2*].[c*]CC[4*]
2951,-53.376717,-36.33728,Reference,bace,[C*]Cl.[c*]CCC[3*]~[c*]OC.[c*]:ccccc:[3*]
2952,-46.724514,-21.736664,Reference,bace,[c*]:cc(Cl)ccc:[2*].[c*]CCC[4*]~[c*]:cc(cnc:[2*])OC.[c*]CC[4*]
2953,-40.684566,-29.404016,Reference,bace,[c*]:cc(Cl)ccc:[2*].[c*]CCC[4*]~[c*]:cncc(Cl)c:[2*].[c*]:ccccc:[4*]
2954,-47.822556,-37.832664,Reference,bace,[C*]Cl.[c*]CCC[3*]~[c*]:ccccc:[2*]
2955,-43.51178,-26.978745,Reference,bace,[c*]:cccc(Cl)c:[2*].[c*]CCC[4*]~[c*]:cc(Cl)cnc:[2*].[c*]CC[4*]
2956,-39.054558,-21.218552,Reference,bace,[c*]:cccc(Cl)c:[2*].[c*]:cncnc:[4*]~[c*]:cncc(C#N)c:[2*].[c*]CC[4*]
2957,-33.182224,-15.296502,Reference,bace,[c*]:cncnc:[2*]~[C*]CC[2*]
2958,-35.08789,-47.10242,Reference,bace,[c*]:cncnc:[2*]~[c*]:ncccn:[2*]
2959,37.992874,-28.868763,Reference,bace,[C*]c1cncnc1~[C*]C(C)C
2960,-26.10771,-28.102194,Reference,bace,[c*]:cncnc:[2*]~[C*]CCCC[2*]
2961,-54.178276,-39.26454,Reference,bace,[c*]Cl.[c*]:cncnc:[3*]~[c*]OCC.[c*]:ccccc:[3*]
2962,-32.769314,-14.561234,Reference,bace,[c*]:cncnc:[2*]~[C*]C.[C*]CC[3*]
2963,-40.589767,-38.857494,Reference,bace,[c*]:cccc(Cl)c:[2*].[c*]:cncnc:[4*]~[c*]:cnccn:[2*].[c*]:ccccc:[4*]
2964,-47.897316,-42.32673,Reference,bace,[c*]:cccc(Cl)c:[2*].[c*]:cncnc:[4*]~[c*]:ccncc:[2*].[c*]:ccccc:[4*]
2965,-39.55372,-45.647823,Reference,bace,[c*]:cccc(Cl)c:[2*].[c*]:cncnc:[4*]~[c*]:ccccn:[2*].[c*]:ccccc:[4*]
2966,-46.387356,-33.273636,Reference,bace,[c*]:cccc(Cl)c:[2*].[c*]:cncnc:[4*]~[c*]:cncc(C)c:[2*].[c*]:ccccc:[4*]
2967,-53.376755,-36.337532,Reference,bace,[c*]Cl.[c*]:cncnc:[3*]~[c*]OC.[c*]:ccccc:[3*]
2968,-44.92018,-20.312721,Reference,bace,[c*]:cccc(Cl)c:[2*].[c*]:cncnc:[4*]~[c*]:cncc(c:[2*])OC.[c*]CC[4*]
2969,-40.684322,-29.403826,Reference,bace,[c*]:cc(Cl)ccc:[2*].[c*]:cncnc:[4*]~[c*]:cncc(Cl)c:[2*].[c*]:ccccc:[4*]
2970,-47.51587,-38.615696,Reference,bace,[c*]Cl.[c*]:cncnc:[3*]~[c*]:ccccc:[2*]
2971,-43.36022,-36.126446,Reference,bace,[c*]:cc(Cl)ccc:[2*].[c*]:cncnc:[4*]~[c*]:cccnc:[2*].[c*]:ccccc:[4*]
2972,-40.531395,-26.426805,Reference,bace,[c*]:cccc(Cl)c:[2*].[c*]:cncnc:[4*]~[c*]:cncc(Cl)c:[2*].[c*]CC[4*]
2973,-37.35225,-42.42643,Reference,bace,[c*]:cncc(C#N)c:[2*]~[c*]:cc(Cl)ccc:[2*]
2974,-36.40414,-43.67349,Reference,bace,[c*]:cc(C#N)cnc:[2*].[c*]CC[4*]~[c*]:cc(Cl)ccc:[2*].[c*]:ncccn:[4*]
2975,-37.42635,-42.44649,Reference,bace,[c*]:cncc(C#N)c:[3*].[c*]C1CC1~[C*]C(C)C.[c*]:cc(Cl)ccc:[3*]
2976,-34.139847,-38.74264,Reference,bace,[c*]:cncc(C#N)c:[2*].[c*]CC[4*]~[c*]:cccc(Cl)c:[2*].[c*]CCCC[4*]
2977,-37.38305,-42.416256,Reference,bace,[c*]:cc(C#N)cnc:[2*]~[c*]:cc(Cl)ccc:[2*].[c*]C
2978,-1.0970137,-5.7476826,Reference,bace,[c*]C#N~
